title,price,location,Mileage,Drivetrain,Exterior color,Interior color,Fuel Consumption,Fuel type,Battery charge time,Battery range,Make:,Model:,Year:,Trim:,Body type:,Exterior colour:,Interior colour:,Mileage:,Condition:,VIN:,Stock number:,Combined gas mileage:,City gas mileage:,Highway gas mileage:,Fuel type:,Battery capacity:,Battery charge time (240V):,Battery range:,Transmission:,Drivetrain:,NHTSA overall safety rating:,NHTSA frontal crash rating:,NHTSA side crash rating:,NHTSA rollover rating:,Doors:,Front legroom:,Back legroom:,Cargo volume:,Transmission,Dealer:,Backup camera,Battery charge time (120V):,Cabin size:,Bed length:,Safety rating,Alloy wheels,Bluetooth
2023 Tesla Model Y RWD,"$39,777","York, ON • Home delivery available","42,000",Rear-Wheel Drive,,,,Electric,9.4 hr,418 km,Tesla,Model Y,2023.0,RWD,SUV / Crossover,,,"42,000 km",Used,LRWYGDFD5PC966012,W24-256,,,,Electric,67.6 kWh,9.4 hr,418 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1064 mm,1029 mm,971 L,Automatic,,,,,,,,
2023 Tesla Model S,"$86,990","Mississauga, ON","25,741",All-Wheel Drive,Solid Black,,,Electric,,,Tesla,Model S,2023.0,AWD,Sedan,Solid Black,,"25,741 km",Used,5YJSA1E52PF527145,W27145,,,,Electric,,,,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,,,,1-Speed Automatic,Carnex,,,,,,,
2016 Tesla Model X 75D AWD,"$37,910","Woodbridge, ON","138,376",All-Wheel Drive,Blue,,2.555 L/100km,Electric,12 hr,383 km,Tesla,Model X,2016.0,75D AWD,SUV / Crossover,Blue,,"138,376 km",Used,5YJXCDE20GF030117,27475,2.6 L/100km,2.6 L/100km,2.5 L/100km,Electric,75 kWh,12 hr,383 km,Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,Automatic,,,,,,,,
2023 Tesla Model 3 RWD,"$37,500","Mississauga, ON","20,964",Rear-Wheel Drive,Gray,White,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Gray,White,"20,964 km",Used,5YJ3E1EA5PF383757,15479F,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2023 Tesla Model 3 RWD,"$33,295","Saint-jerome, QC","57,931",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,White,Black,"57,931 km",Used,5YJ3E1EA5PF481543,24479A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2018 Tesla Model 3 Long Range RWD,"$33,888","Richmond, BC","49,083",Rear-Wheel Drive,,,,Electric,12 hr,499 km,Tesla,Model 3,2018.0,Long Range RWD,Sedan,,,"49,083 km",Used,5YJ3E1EA9JF030039,PW8939,,,,Electric,75 kWh,12 hr,499 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model 3 Performance AWD,"$41,888","Coquitlam, BC • Home delivery available","71,938",All-Wheel Drive,Blue,Black,1.945 L/100km,Electric,10 hr,481 km,Tesla,Model 3,2020.0,Performance AWD,Sedan,Blue,Black,"71,938 km",Used,5YJ3E1EC3LF626896,DJE6896,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,481 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$29,800","Langley Twp, BC","93,250",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"93,250 km",Used,5YJ3E1EA2LF798612,,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$27,989","Saint-Basile-Le-Grand, QC • Home delivery available","101,638",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,,"101,638 km",Used,5YJ3E1EAXNF305584,P1324,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$33,888","Nanaimo, BC","51,177",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,,"51,177 km",Used,5YJ3E1EA8LF716012,BM4693,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$20,990","Concord, ON","153,486",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"153,486 km",Used,5YJ3E1EA0LF715470,D09-715470,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2024 Tesla Model Y RWD,"$47,995","Quebec, QC","12,046",Rear-Wheel Drive,Gray,,,Electric,9.4 hr,418 km,Tesla,Model Y,2024.0,RWD,SUV / Crossover,Gray,,"12,046 km",Used,7SAYGDED5RF994518,S5235,,,,Electric,67.6 kWh,9.4 hr,418 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$34,950","St.-Hubert, QC • Home delivery available","11,929",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,Black,"11,929 km",Used,5YJ3E1EA5NF326892,24ST238A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model 3 Performance AWD,"$44,988","Mississauga, ON","46,422",All-Wheel Drive,White,,2.09 L/100km,Electric,10 hr,507 km,Tesla,Model 3,2022.0,Performance AWD,Sedan,White,,"46,422 km",Used,5YJ3E1EC2NF316998,E5C480,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,82 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$31,888","Maple Ridge, BC","67,000",Rear-Wheel Drive,Red,,,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Red,,"67,000 km",Used,5YJ3E1EAXLF670280,670280,,,,Electric,50 kWh,10 hr,402 km,1-Speed Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$37,888","Burnaby, BC","28,350",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Gray,,"28,350 km",Used,5YJ3E1EA5NF324544,8UTNA24544,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2015 Tesla Model S P85D AWD,"$22,888","Burlington, ON","153,501",All-Wheel Drive,Dark Blue,,,Electric,12 hr,407 km,Tesla,Model S,2015.0,P85D AWD,Sedan,Dark Blue,,"153,501 km",Used,5YJSA1H29FFP74775,,,,,Electric,85 kWh,12 hr,407 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,899 mm,894 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model Y Performance AWD,"$39,999","Concord, ON","89,785",All-Wheel Drive,Gray,,1.99 L/100km,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,Gray,,"89,785 km",Used,5YJYGDEF4LF015903,015903,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,507 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$36,990","Langley, BC","37,791",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,White,Black,"37,791 km",Used,5YJ3E1EA4NF213077,AABC148,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$24,890","Concord, ON","79,886",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"79,886 km",Used,5YJ3E1EA1LF789772,M10-789772,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$27,900","Richmond Hill, ON","76,512",Rear-Wheel Drive,White,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,Black,"76,512 km",Used,5YJ3E1EA5LF789791,PM3036,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$43,889","Concord, ON","66,800",All-Wheel Drive,White,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,White,,"66,800 km",Used,7SAYGDEE2NF565226,M11-565226,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2022 Tesla Model Y Performance AWD,"$45,886","Concord, ON","84,866",All-Wheel Drive,White,,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,White,,"84,866 km",Used,7SAYGDEF8NF336932,M10-336932,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model Y Long Range AWD,"$32,995","Saint-Sulpice, QC","137,234",All-Wheel Drive,Black,Black,1.99 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2020.0,Long Range AWD,SUV / Crossover,Black,Black,"137,234 km",Used,5YJYGDEE6LF049168,J-250,2 L/100km,1.9 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$27,990","Concord, ON","116,750",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Black,,"116,750 km",Used,5YJ3E1EB0LF626555,M10-626555,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$36,980","Concord, ON","110,000",All-Wheel Drive,Black,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Black,,"110,000 km",Used,5YJYGDEE5MF140692,C10-140692,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2018 Tesla Model 3 Long Range AWD,"$25,995","Montreal, QC","98,000",All-Wheel Drive,Black,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2018.0,Long Range AWD,Sedan,Black,,"98,000 km",Used,5YJ3E1EB1JF131455,24724A,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$31,495","Mirabel, QC","61,999",Rear-Wheel Drive,Blue,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Blue,,"61,999 km",Used,5YJ3E1EA6NF174539,174539,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model 3 Long Range AWD,"$36,999","Maple, ON","105,050",All-Wheel Drive,Gray,,1.9 L/100km,Electric,11.5 hr,576 km,Tesla,Model 3,2023.0,Long Range AWD,Sedan,Gray,,"105,050 km",Used,LRW3E1EB3PC947070,24-593A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,11.5 hr,576 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model Y Long Range AWD,"$52,997","Richmond, BC","37,401",All-Wheel Drive,,,,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,,,"37,401 km",Used,LRWYGDEE9PC079491,PW0850,,,,Electric,81 kWh,11.5 hr,531 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,1-Speed Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$26,995","Lévis, QC","98,458",Rear-Wheel Drive,Black,Black,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,Black,Black,"98,458 km",Used,5YJ3E1EA1LF786144,N86144,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2020 Tesla Model Y Performance AWD,"$45,000","Vancouver, BC","74,450",All-Wheel Drive,Gray,,,Electric,10 hr,507 km,Tesla,Model Y,2020.0,Performance AWD,SUV / Crossover,Gray,,"74,450 km",Used,5YJYGDEF9LF019297,VMIH019297,,,,Electric,75 kWh,10 hr,507 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,1-Speed Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$43,879","Oakville, ON","63,787",All-Wheel Drive,White,Black,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,White,Black,"63,787 km",Used,7SAYGDEEXNF496222,496222,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$24,890","Concord, ON","80,360",All-Wheel Drive,White,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,White,,"80,360 km",Used,5YJ3E1EA0LF780111,M11-780111,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model 3 Standard Range Plus RWD,"$29,933","Victoria, BC","100,173",Rear-Wheel Drive,Blue,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2021.0,Standard Range Plus RWD,Sedan,Blue,,"100,173 km",Used,5YJ3E1EA6MF875211,GPOU09530A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range Plus RWD,"$33,995","Vernon, BC","41,051",Rear-Wheel Drive,White,,1.9 L/100km,Electric,10 hr,402 km,Tesla,Model 3,2020.0,Standard Range Plus RWD,Sedan,White,,"41,051 km",Used,5YJ3E1EA4LF786347,F0197B,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,402 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2021 Tesla Model Y Standard Range RWD,"$36,800","Richmond, BC","93,000",Rear-Wheel Drive,Gray,Black,1.945 L/100km,Electric,10 hr,393 km,Tesla,Model Y,2021.0,Standard Range RWD,SUV / Crossover,Gray,Black,"93,000 km",Used,5YJYGDED8MF112733,LR25-008,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,393 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$27,997","Coquitlam, BC","110,400",Rear-Wheel Drive,Black,,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Black,,"110,400 km",Used,5YJ3E1EA9KF410404,G420905,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2020 Tesla Model 3 Standard Range AWD,"$26,480","Concord, ON","65,862",All-Wheel Drive,Gray,,,Electric,10 hr,354 km,Tesla,Model 3,2020.0,Standard Range AWD,Sedan,Gray,,"65,862 km",Used,5YJ3E1EA8LF529675,M09-529675,,,,Electric,50 kWh,10 hr,354 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2022 Tesla Model 3 RWD,"$36,500","Port Coquitlam, BC","45,000",Rear-Wheel Drive,Gray,Gray,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Gray,Gray,"45,000 km",Used,5YJ3E1EA2NF355590,5590,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,,,,,,,,,
2022 Tesla Model Y Performance AWD,"$48,499","Laval, QC • Home delivery available","51,505",All-Wheel Drive,Gray,Black,2.09 L/100km,Electric,10 hr,488 km,Tesla,Model Y,2022.0,Performance AWD,SUV / Crossover,Gray,Black,"51,505 km",Used,7SAYGDEF1NF348341,GL-113636,2.1 L/100km,2 L/100km,2.2 L/100km,Electric,75 kWh,10 hr,488 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,,,,,,,,,
2022 Tesla Model S Plaid AWD,"$119,000","Montreal, QC","5,500",All-Wheel Drive,Black,White,2.045 L/100km,Electric,15 hr,637 km,Tesla,Model S,2022.0,Plaid AWD,Sedan,Black,White,"5,500 km",Used,5YJSA1E66NF461091,TES-1061,2 L/100km,2 L/100km,2.1 L/100km,Electric,100 kWh,15 hr,637 km,Automatic,All-Wheel Drive,,,,,4 doors,1077 mm,902 mm,798 L,,,,,,,,,
2022 Tesla Model 3 RWD,"$32,995","Mirabel, QC","43,094",Rear-Wheel Drive,Black,,1.9 L/100km,Electric,10 hr,430 km,Tesla,Model 3,2022.0,RWD,Sedan,Black,,"43,094 km",Used,5YJ3E1EA1NF242651,242651,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,60 kWh,10 hr,430 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2022 Tesla Model Y Long Range AWD,"$53,500","Coquitlam, BC","48,000",All-Wheel Drive,Red,,1.945 L/100km,Electric,10 hr,531 km,Tesla,Model Y,2022.0,Long Range AWD,SUV / Crossover,Red,,"48,000 km",Used,7SAYGDEEXNF485091,485091,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2023 Tesla Model 3 Long Range AWD,"$43,507","Quebec, QC","24,000",All-Wheel Drive,Black,,1.9 L/100km,Electric,11.5 hr,576 km,Tesla,Model 3,2023.0,Long Range AWD,Sedan,Black,,"24,000 km",Used,LRW3E1EB1PC924578,R4125A,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,82 kWh,11.5 hr,576 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
2023 Tesla Model X,"$92,871","Ottawa, ON","56,000",,Red,,,Electric,,,Tesla,Model X,2023.0,,SUV / Crossover,Red,,"56,000 km",Used,7SAXCBE50PF376010,A222222,,,,Electric,,,,Continuously Variable Transmission,,,,,,,,,,Continuously Variable Transmission,DriveTown Ottawa,,,,,,,
2020 Tesla Model 3 Long Range AWD,"$32,490","Concord, ON","65,388",All-Wheel Drive,Blue,,1.945 L/100km,Electric,10 hr,518 km,Tesla,Model 3,2020.0,Long Range AWD,Sedan,Blue,,"65,388 km",Used,5YJ3E1EB0LF628919,D10-628919,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,518 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2019 Tesla Model 3 Long Range AWD,"$29,888","Nobleton, ON","78,138",All-Wheel Drive,Black,,2.045 L/100km,Electric,10 hr,499 km,Tesla,Model 3,2019.0,Long Range AWD,Sedan,Black,,"78,138 km",Used,5YJ3E1EB4KF415048,415048,2 L/100km,2 L/100km,2.1 L/100km,Electric,75 kWh,10 hr,499 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2018 Tesla Model 3 Long Range RWD,"$28,996","Abbotsford, BC","108,252",Rear-Wheel Drive,Silver,Black,1.9 L/100km,Electric,12 hr,499 km,Tesla,Model 3,2018.0,Long Range RWD,Sedan,Silver,Black,"108,252 km",Used,5YJ3E1EA7JF028824,BC028824,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,75 kWh,12 hr,499 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2017 Tesla Model X 75D AWD,"$47,995","Winnipeg, MB","101,781",All-Wheel Drive,,,,Electric,12 hr,383 km,Tesla,Model X,2017.0,75D AWD,SUV / Crossover,,,"101,781 km",Used,5YJXCDE28HF076733,U10602,,,,Electric,75 kWh,12 hr,383 km,1-Speed Automatic,All-Wheel Drive,,,,,4 doors,1046 mm,975 mm,736 L,1-Speed Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$47,999","Richmond, BC","35,002",All-Wheel Drive,Pearl White Multi-Coat,Black,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Pearl White Multi-Coat,Black,"35,002 km",Used,5YJYGDEEXMF085818,V1130306,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$47,999","Toronto, ON","57,073",All-Wheel Drive,White,,1.945 L/100km,Electric,11.5 hr,531 km,Tesla,Model Y,2023.0,Long Range AWD,SUV / Crossover,White,,"57,073 km",Used,7SAYGDEEXPF601652,601652,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,81 kWh,11.5 hr,531 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,971 L,Automatic,,,,,,,,
2020 Tesla Model 3 Performance AWD,"$43,993","Abbotsford, BC","37,800",All-Wheel Drive,Red,,1.945 L/100km,Electric,10 hr,481 km,Tesla,Model 3,2020.0,Performance AWD,Sedan,Red,,"37,800 km",Used,5YJ3E1EC9LF716747,BCS16747,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,481 km,Automatic,All-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,Automatic,,,,,,,,
2018 Tesla Model 3 Standard RWD,"$30,409","Coquitlam, BC • Home delivery available","72,303",Rear-Wheel Drive,Blue,Black,1.945 L/100km,Electric,12 hr,354 km,Tesla,Model 3,2018.0,Standard RWD,Sedan,Blue,Black,"72,303 km",Used,5YJ3E1EA5JF029356,184636,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,50 kWh,12 hr,354 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$40,910","Woodbridge, ON","74,058",All-Wheel Drive,Dark Blue,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Dark Blue,,"74,058 km",Used,5YJYGDEE2MF295832,27989,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2019 Tesla Model 3 Standard Plus RWD,"$25,888","Oakville, ON","80,000",Rear-Wheel Drive,Blue,Black,1.9 L/100km,Electric,10 hr,386 km,Tesla,Model 3,2019.0,Standard Plus RWD,Sedan,Blue,Black,"80,000 km",Used,RKF5288799,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10 hr,386 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,424 L,,,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$37,771","Quebec, QC","101,988",All-Wheel Drive,Gray,,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,Gray,,"101,988 km",Used,5YJYGDEE1MF083360,R7981E,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,Automatic,,,,,,,,
2021 Tesla Model Y Long Range AWD,"$39,995","Toronto, ON","87,670",All-Wheel Drive,White,Black,1.945 L/100km,Electric,10 hr,509 km,Tesla,Model Y,2021.0,Long Range AWD,SUV / Crossover,White,Black,"87,670 km",Used,5YJYGDEE0MF239307,R41008,1.9 L/100km,1.9 L/100km,2 L/100km,Electric,75 kWh,10 hr,509 km,Automatic,All-Wheel Drive,,,,,4 doors,1062 mm,1029 mm,1925 L,,,,,,,,,
2023 Tesla Model 3 RWD,"$34,990","Concord, ON","40,860",Rear-Wheel Drive,Gray,,1.9 L/100km,Electric,10.4 hr,438 km,Tesla,Model 3,2023.0,RWD,Sedan,Gray,,"40,860 km",Used,5YJ3E1EA7PF397756,M11-397756,1.9 L/100km,1.9 L/100km,1.9 L/100km,Electric,50 kWh,10.4 hr,438 km,Automatic,Rear-Wheel Drive,,,,,4 doors,1085 mm,894 mm,648 L,Automatic,,,,,,,,
